DB Class Key,Common Organism Name,NCBI Taxon ID,Symbol,EntrezGene ID,Mouse MGI ID,HGNC ID,OMIM Gene ID,Genetic Location,"Genomic Coordinates (mouse: , human: )",Nucleotide RefSeq IDs,Protein RefSeq IDs,SWISS_PROT IDs
41952701,human,9606,PRAMEF9,343070,,HGNC:27996,,Chr1 p36.21,Chr1:13175281-13179132(+),"NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890,NM_001010890","NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890,NP_001010890","P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2,P0DUQ2"
41952702,"mouse, laboratory",10090,Pramel32,381590,MGI:2140706,,,Chr4 42.02 cM,Chr4:88545557-88552423(-),NM_198663,NP_941065,
41952702,human,9606,PRAMEF1,65121,,HGNC:28840,,Chr1 p36.21,Chr1:12791397-12796628(+),"NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013,NM_001294139,NM_023013","NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389,NP_001281068,NP_075389","O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521,O95521"
41952702,human,9606,PRAMEF10,343071,,HGNC:27997,,Chr1 p36.21,Chr1:12892896-12898270(-),"NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361,NM_001039361","NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450,NP_001034450","O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809,O60809"
41952702,human,9606,PRAMEF11,440560,,HGNC:14086,,Chr1 p36.21,Chr1:12824380-12831410(-),"NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344,NM_001146344","XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816,XP_011539781,NP_001139816","O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813,O60813"
41952702,human,9606,PRAMEF12,390999,,HGNC:22125,,Chr1 p36.21,Chr1:12774848-12777906(+),"NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830,NM_001080830","NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299,NP_001074299","O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522,O95522"
41952702,human,9606,PRAMEF13,400736,,HGNC:13262,,Chr1 p36.21,Chr1:13196188-13201409(-),"NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380,NM_001291380","NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760,NP_001278309,XP_011539760",
41952702,human,9606,PRAMEF15,653619,,HGNC:26764,,Chr1 p36.21,Chr1:13315581-13322595(+),"NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376,NM_001098376","NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846,NP_001091846","P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1,P0DUQ1"
41952702,human,9606,PRAMEF17,391004,,HGNC:29485,,Chr1 p36.21,Chr1:13389632-13392629(+),"NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851,NM_001099851","NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321,NP_001093321","Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0,Q5VTA0"
41952702,human,9606,PRAMEF18,391003,,HGNC:30693,,Chr1 p36.21,Chr1:13222695-13226154(-),"NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850,NM_001024659,NM_001099850","NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320,NP_001093320",
41952702,human,9606,PRAMEF19,645414,,HGNC:24908,,Chr1 p36.21,Chr1:13368431-13371947(-),"NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790,NM_001099790","NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260,NP_001093260","Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8"
41952702,human,9606,PRAMEF2,65122,,HGNC:28841,,Chr1 p36.21,Chr1:12857086-12861909(+),"NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014,NM_023014","NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306,NP_075390,XP_011540306","O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811,O60811"
41952702,human,9606,PRAMEF20,645425,,HGNC:25224,,Chr1 p36.21,Chr1:13410450-13421328(+),"NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852,NM_001099852","NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322,NP_001093322","Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98,Q5VT98"
41952702,human,9606,PRAMEF25,441873,,HGNC:49179,,Chr1 p36.21,Chr1:13073678-13078038(+),"NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134,NM_001310134","XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673,XP_047299600,NP_001297063,XP_016885673","A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4,A6NGN4"
41952702,human,9606,PRAMEF26,645359,,HGNC:49178,,Chr1 p36.21,Chr1:13148905-13153111(-),"NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072,NM_001306072","NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001,NP_001293001","H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4"
