Gene ID,Entrez ID,chromosome,start,end,width,strand,p_id,transcript_id,tss_id,bioType,Aliases,Description
Cand2,67088,chr6,115774557,115805555,5453,+,P9316,NM_025958,TSS9060,protein_coding,2210404G23Rik| mKIAA0667| Tp120b,cullin-associated and neddylation-dissociated 2 (putative)
Rpl32,19951,chr6,115805514,115808743,504,-,P16654,NM_172086,TSS19521,protein_coding,AU020185| rpL32-3A,ribosomal protein L32
Snora7a,100217451,chr6,115807975,115808103,129,-,,NR_028546,TSS3757,snoRNA,MBI-141,"small nucleolar RNA, H /ACA box 7A"
Efcab12,212516,chr6,115810729,115838412,2551,-,P4359,NM_001110506,TSS26246,protein_coding,BB124106,EF-hand calcium binding domain 12
Mbd4,17193,chr6,115840697,115853341,3584,-,P8663,NM_010774,TSS8109,protein_coding,Med1,methyl-CpG binding domain protein 4
Ift122,81896,chr6,115853528,115926699,4162,+,P16365,NM_031177,TSS11306,protein_coding,C86139| sopb| Wdr10,intraflagellar transport 122
Rho,212541,chr6,115931927,115938830,3236,+,P9331,NM_145383,TSS10625,protein_coding,Noerg1| Opn2| Ops| RP4,rhodopsin
H1foo,171506,chr6,115944931,115950242,1131,+,P470,NM_138311,TSS4016,protein_coding,C86609| H1.8| H1fo| H1oo,"H1 histone family, member O, oocyte-specific"
Plxnd1,67784,chr6,115954811,115995005,6907,-,P26645,NM_026376,TSS4595,protein_coding,6230425C21Rik| b2b1863Clo| b2b553Clo,plexin D1
Tmcc1,330401,chr6,116018618,116193374,5719,-,P2512,NM_177412,TSS16750,protein_coding,3632431M01Rik| mKIAA0779,transmembrane and coiled coil domains 1
9530062K07Rik,78739,chr6,116199410,116207993,785,-,,NR_131013,TSS20134,lncRNA,.,RIKEN cDNA 9530062K07 gene
Fam21,28006,chr6,116208033,116262671,4297,+,P26232,NM_026585,TSS21781,protein_coding,A130095H06| C530005J20Rik| D6Wsu116e,family with sequence similarity 21
Zfand4,67492,chr6,116264219,116330304,3221,+,P1975,NM_001309446,TSS1719,protein_coding,Anubl1,"zinc finger, AN1-type domain 4"
8.Mar,71779,chr6,116338022,116409541,4453,+,P17994,NM_001302383,TSS14265,protein_coding,1300017E09Rik| MARCH-VIII| Mir,membrane-associated ring finger (C3HC4) 8
Alox5,11689,chr6,116410071,116461178,2827,-,P15674,NM_009662,TSS23373,protein_coding,5-LO| 5-LOX| 5LO| 5LX| AI850497| F730011J02,arachidonate 5-lipoxygenase
Olfr211,258914,chr6,116493611,116494540,930,+,P20530,NM_146912,TSS20750,protein_coding,MOR253-9,olfactory receptor 211
Olfr212,258019,chr6,116506516,116517965,2672,+,P19917,NM_001011800,TSS15458,protein_coding,4931403F16Rik| MOR119-4,olfactory receptor 212
Olfr213,258020,chr6,116540455,116541438,984,+,P4882,NM_001011801,TSS19972,protein_coding,MOR119-3,olfactory receptor 213
Olfr214,258754,chr6,116556427,116557389,963,+,P13779,NM_146759,TSS9427,protein_coding,MOR119-1,olfactory receptor 214
Olfr215,258438,chr6,116582012,116582944,933,-,P14780,NM_146446,TSS20609,protein_coding,MOR119-2,olfactory receptor 215
Zfp422,67255,chr6,116624016,116628999,3631,-,P3681,NM_001302439,TSS12823,protein_coding,2900028O21Rik| AU041373| KOX15| Krox-25-2| Krox-26| Krox25| Krox26| Znf22,zinc finger protein 422
Rassf4,213391,chr6,116633008,116673836,6344,-,P25647,NM_178045,TSS26879,protein_coding,3830411C14Rik| AD037| AI586137,Ras association (RalGDS /AF-6) domain family member 4
8430408G22Rik,213393,chr6,116650684,116652847,2469,+,P19726,NM_001166580,TSS22386,protein_coding,Depp| Fseg,RIKEN cDNA 8430408G22 gene
Tmem72,319776,chr6,116692725,116716758,3335,-,P12170,NM_178768,TSS6673,protein_coding,C230095G01Rik,transmembrane protein 72
Cxcl12,20315,chr6,117168535,117181368,8456,+,P821,NM_013655,TSS19967,protein_coding,Pbsf| Scyb12| Sdf1| Tlsf| Tpar1,chemokine (C-X-C motif) ligand 12
1700030F04Rik,72263,chr6,117679207,117751769,418,-,,NR_045731,TSS22301,lncRNA,.,RIKEN cDNA 1700030F04 gene
Zfp637,232337,chr6,117841242,117845956,1099,+,P11012,NM_177684,TSS1258,protein_coding,AI646709| BC021601| Znf32,zinc finger protein 637
Zfp239,22685,chr6,117863077,117872766,2813,+,P16597,NM_008616,TSS3817,protein_coding,Mok-2| Mok2| Znf239,zinc finger protein 239
Hnrnpf,98758,chr6,117900340,117925622,2711,+,P4371,NM_001166432,TSS4172,protein_coding,4833420I20Rik| AA407306| Hnrpf,heterogeneous nuclear ribonucleoprotein F
Fxyd4,108017,chr6,117933559,117937335,551,-,P10609,NM_001173372,TSS10636,protein_coding,0610008I02Rik| AI267073| Chif,FXYD domain-containing ion transport regulator 4
Rasgef1a,70727,chr6,118066385,118091546,3236,+,P2653,NM_027526,TSS24431,protein_coding,6330404M18Rik| AI835194,"RasGEF domain family, member 1A"
Csgalnact2,78752,chr6,118107452,118139140,3661,-,P13844,NM_030165,TSS1447,protein_coding,4632415D10Rik| Galnact2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
Ret,19713,chr6,118151748,118197744,6064,-,P5301,NM_009050,TSS25596,protein_coding,c-Ret| PTC| RET51| RET9,ret proto-oncogene
1700069P05Rik,73531,chr6,118246695,118248454,787,-,,NR_040527,TSS10308,lncRNA,.,RIKEN cDNA 1700069P05 gene
Gm30498,102632423,chr6,118300167,118308719,632,-,,NR_110507,TSS26349,lncRNA,.,"predicted gene, 30498"
Bms1,213895,chr6,118383381,118419417,4288,-,P11728,NM_194339,TSS2509,protein_coding,AA408648| AU020092| AU043373| BB007109| BC030906| Bms1l| mKIAA0187,"BMS1, ribosome biogenesis factor"
Zfp248,72720,chr6,118427319,118455506,3661,-,P7393,NM_028335,TSS22377,protein_coding,2810037F07Rik| E130106N01Rik,zinc finger protein 248
Zfp9,22750,chr6,118461950,118479273,3921,-,P13896,NM_011763,TSS16198,protein_coding,1810048F22Rik| AU016736| Krox-4| mszf79-2| Zfp-9,zinc finger protein 9
Ankrd26,232339,chr6,118502564,118562256,5704,-,P19415,NM_001081112,TSS12021,protein_coding,5730521P14Rik| BC008111| mKIAA1074,ankyrin repeat domain 26
Cacna1c,12288,chr6,118587240,119196409,14992,-,P16511,NM_009781,TSS15273,protein_coding,Cav1.2| Cchl1a1| D930026N18Rik| MBC| MELC-CC,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
4931430N09Rik,74363,chr6,118880158,118885543,2166,+,,NR_046053,TSS17405,lncRNA,.,RIKEN cDNA 4931430N09 gene
Dcp1b,319618,chr6,119175253,119221614,3311,+,P1275,NM_001033379,TSS2914,protein_coding,B930050E02Rik,decapping mRNA 1B
Cacna2d4,319734,chr6,119236526,119352407,5803,+,P2144,NM_001033382,TSS6309,protein_coding,5730412N02Rik| BE686333,"calcium channel, voltage-dependent, alpha 2 /delta subunit 4"
Lrtm2,211187,chr6,119315133,119330766,3679,-,P7154,NM_001172207,TSS13341,protein_coding,A230084J22| AI841794,leucine-rich repeats and transmembrane domains 2
Adipor2,68465,chr6,119353150,119417483,3963,-,P13857,NM_197985,TSS11912,protein_coding,1110001I14Rik| ADCR2| AI115388| AW554121| D6Ucla1e| Paqr2,adiponectin receptor 2
Wnt5b,22419,chr6,119432531,119544347,2654,-,P25942,NM_009525,TSS13478,protein_coding,AW545702| Wnt-5b,"wingless-type MMTV integration site family, member 5B"
Fbxl14,101358,chr6,119479668,119483886,4219,+,P18637,NM_133940,TSS26099,protein_coding,AW322056| Fbx14l,F-box and leucine-rich repeat protein 14
Erc1,111173,chr6,119570796,119848150,9432,-,,NR_104484,TSS25078,protein_coding,4930404L01Rik| 5033405M01Rik| 9630025C19Rik| B430107L16Rik| CAST2| ELKS| Elks1| mKIAA1081| Rab6ip2| RAB6IP2A| RAB6IP2B,ELKS /RAB6-interacting /CAST family member 1
3110021A11Rik,67289,chr6,119848193,119849016,824,+,,NR_030776,TSS264,lncRNA,.,RIKEN cDNA 3110021A11 gene
Rad52,19365,chr6,119902698,119922823,2125,+,P8486,NM_001166383,TSS14108,protein_coding,Rad52yh,"RAD52 homolog, DNA repair protein"
Wnk1,232341,chr6,119923969,120038655,12052,-,P9425,NM_001199084,TSS24953,protein_coding,6430573H23Rik| EG406236| Hsn2| mKIAA0344| Prkwnk1,WNK lysine deficient protein kinase 1
Ninj2,29862,chr6,120093380,120200338,822,+,P13883,NM_016718,TSS18309,protein_coding,.,ninjurin 2
B4galnt3,330406,chr6,120203810,120294559,2961,-,P13068,NM_198884,TSS8388,protein_coding,AB114826| B4GalNAcT3| C330047A21,"beta-1,4-N-acetyl-galactosaminyl transferase 3"
Ccdc77,67200,chr6,120324322,120364369,2881,-,P26589,NM_026028,TSS22195,protein_coding,2400002C23Rik| 2700091N06Rik| AV168274,coiled-coil domain containing 77
Kdm5a,214899,chr6,120364099,120444574,10969,+,P10718,NM_145997,TSS18421,protein_coding,AA409370| C76986| Jarid1a| Rbbp2| RBP2,lysine (K)-specific demethylase 5A
Il17ra,16172,chr6,120463197,120483727,3970,+,P22986,NM_008359,TSS21141,protein_coding,AW538159| Cdw217| Il17r| VDw217,interleukin 17 receptor A
Cecr6,94047,chr6,120488939,120493807,4869,-,P5536,NM_033567,TSS14405,protein_coding,AW048664,"cat eye syndrome chromosome region, candidate 6"
Cecr5,214932,chr6,120509494,120531299,1908,-,P14737,NM_144815,TSS17354,protein_coding,A930002G03Rik,"cat eye syndrome chromosome region, candidate 5"
1700072O05Rik,73505,chr6,120554796,120574204,668,+,,NR_045733,TSS25410,lncRNA,.,RIKEN cDNA 1700072O05 gene
Cecr2,330409,chr6,120666421,120771191,9213,+,P22264,NM_001128151,TSS17796,protein_coding,2610101O16Rik| 2810409N01Rik| Gtl4| mKIAA1740,"cat eye syndrome chromosome region, candidate 2"
Slc25a18,71803,chr6,120773768,120793982,1367,+,P2420,NM_001081048,TSS9053,protein_coding,1500015I14Rik| AW125787,"solute carrier family 25 (mitochondrial carrier), member 18"
Atp6v1e1,11973,chr6,120795244,120822685,1204,-,P3992,NM_007510,TSS25594,protein_coding,2410029D23Rik| Atp6e| Atp6e2| Atp6v1e| D6Ertd385e| E2| P31| Vma4,"ATPase, H+ transporting, lysosomal V1 subunit E1"
Bcl2l13,94044,chr6,120836230,120892842,6933,+,P1073,NM_153516,TSS8731,protein_coding,BCL-RAMBO| E430016C20Rik| Mil-1| Mil1,BCL2-like 13 (apoptosis facilitator)
Bid,12122,chr6,120893119,120916820,1891,-,P22351,NM_007544,TSS13880,protein_coding,2700049M22Rik| AI875481| AU022477,BH3 interacting domain death agonist
Mical3,194401,chr6,120931546,121131022,9858,-,P14310,NM_001270475,TSS26566,protein_coding,C130040D16Rik| Mical-3| mKIAA1364,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
Pex26,74043,chr6,121183667,121198837,4669,+,P25546,NM_001304773,TSS10229,protein_coding,4632428M11Rik,peroxisomal biogenesis factor 26
Tuba8,53857,chr6,121210770,121226097,1432,+,P19579,NM_017379,TSS7540,protein_coding,.,"tubulin, alpha 8"
Usp18,24110,chr6,121245906,121270917,1771,+,P2341,NM_011909,TSS27079,protein_coding,1110058H21Rik| AW047653| Ubp15| UBP43,ubiquitin specific peptidase 18
Slc6a13,14412,chr6,121300296,121337718,2150,+,P20002,NM_144512,TSS5563,protein_coding,Gabt3| Gat2| GAT3,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
Slc6a12,14411,chr6,121346697,121365773,2563,+,P16800,NM_133661,TSS69,protein_coding,BGT1| Gabt2| GAT2,"solute carrier family 6 (neurotransmitter transporter, betaine /GABA), member 12"
Iqsec3,243621,chr6,121372928,121473678,7795,-,,NR_110358,TSS6214,protein_coding,AK122446| BRAG3| mKIAA1110| synarfGEF,IQ motif and Sec7 domain 3
A2m,232345,chr6,121636173,121679238,4671,+,P15033,NM_175628,TSS18969,protein_coding,A2mp,alpha-2-macroglobulin
Mug1,17836,chr6,121838541,121889057,4657,+,P11302,NM_008645,TSS25187,protein_coding,.,murinoglobulin 1
Mug2,17837,chr6,122006798,122085967,4544,+,P11051,NM_008646,TSS981,protein_coding,Cpamd8,murinoglobulin 2
Gm10319,381806,chr6,122136628,122150958,1350,+,,NR_003624,TSS16134,misc_RNA,EG381806| ENSMUSG00000071204,predicted pseudogene 10319
Mug-ps1,17835,chr6,122176053,122248566,4683,+,,NR_027619,TSS7963,misc_RNA,Mug3,"murinoglobulin, pseudogene 1"
Klrg1,50928,chr6,122270597,122282833,1364,-,P4143,NM_016970,TSS4785,protein_coding,2F1-Ag| MAFA| MAFA-L,"killer cell lectin-like receptor subfamily G, member 1"
M6pr,17113,chr6,122309010,122317677,2222,+,P14568,NM_010749,TSS21505,protein_coding,CD-MPR| Mpr46,"mannose-6-phosphate receptor, cation dependent"
Phc1,13619,chr6,122317731,122340227,4048,-,P15292,NM_007905,TSS17918,protein_coding,AW557034| Edr| Edr1| Mph1| Rae-28| rae28,polyhomeotic-like 1 (Drosophila)
Rimklb,108653,chr6,122453609,122486305,4017,-,P5748,NM_027664,TSS8793,protein_coding,4931417E21Rik| 4933426K21Rik| AA097693| AI325948| AU015629| Naags,ribosomal modification protein rimK-like family member B
Mfap5,50530,chr6,122513676,122529287,1410,+,P26188,NM_015776,TSS23389,protein_coding,MAGP-2,microfibrillar associated protein 5
Aicda,11628,chr6,122553809,122564180,2397,+,P20612,NM_009645,TSS5605,protein_coding,Aid| Arp2,activation-induced cytidine deaminase
Apobec1,11810,chr6,122577792,122602444,2209,-,P18371,NM_001134391,TSS23922,protein_coding,Cdar1,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"
Gdf3,14562,chr6,122605403,122610071,2109,-,P1823,NM_008108,TSS14878,protein_coding,C78318| ecat9| Gdf-3| Vgr-2| Vgr2,growth differentiation factor 3
Dppa3,73708,chr6,122626424,122630271,818,+,P7093,NM_139218,TSS6875,protein_coding,2410075G02Rik| PCG7| PGC7| Stella,developmental pluripotency-associated 3
Nanog,71950,chr6,122707489,122714633,3528,+,P21277,NM_001289831,TSS21015,protein_coding,2410002E02Rik| ecat4| ENK,Nanog homeobox
Slc2a3,20527,chr6,122727809,122742745,3959,-,P21522,NM_011401,TSS16505,protein_coding,AA408729| AL023014| AL024341| AU040424| C78366| Glut-3| Glut3,"solute carrier family 2 (facilitated glucose transporter), member 3"
Foxj2,60611,chr6,122820184,122845366,5013,+,P19921,NM_021899,TSS24008,protein_coding,Fhx,forkhead box J2
C3ar1,12267,chr6,122847140,122856157,4299,-,P22312,NM_009779,TSS15133,protein_coding,AZ3B| C3AR| HNFAG09,complement component 3a receptor 1
Necap1,67602,chr6,122874557,122888941,2393,+,P6167,NM_026267,TSS25577,protein_coding,1200016B17Rik| AI747569| mFLJ00061,NECAP endocytosis associated 1
Clec4a1,269799,chr6,122921848,122934619,1558,+,P18081,NM_199311,TSS18679,protein_coding,BC049354| Dcir4,"C-type lectin domain family 4, member a1"
Clec4a3,73149,chr6,122952515,122969878,1474,+,P26908,NM_001204241,TSS21536,protein_coding,3110037K17Rik| Dcir3,"C-type lectin domain family 4, member a3"
Clec4a4,474145,chr6,122990367,123024421,1092,+,P16386,NM_001005860,TSS340,protein_coding,Dcir2,"C-type lectin domain family 4, member a4"
Clec4b1,69810,chr6,123049962,123071555,784,+,P1249,NM_027218,TSS20235,protein_coding,1810046I24Rik| Aplra2| Clec4b| DCAR| Dcar2| DCARbeta,"C-type lectin domain family 4, member b1"
Clec4a2,26888,chr6,123122690,123143999,2827,+,P7140,NM_001170332,TSS6664,protein_coding,Clec4a| Clecsf6| DCIR| Dcir1,"C-type lectin domain family 4, member a2"
Clec4b2,381809,chr6,123173023,123204671,1044,+,P12183,NM_001004159,TSS7028,protein_coding,Aplra1| F830043G12Rik| mDCAR1,"C-type lectin domain family 4, member b2"
Clec4n,56620,chr6,123229843,123247024,1245,+,P21057,NM_001190320,TSS15307,protein_coding,Clec6a| Clecsf10| Nkcl,"C-type lectin domain family 4, member n"
Clec4d,17474,chr6,123262107,123275268,1485,+,P4244,NM_001163161,TSS6267,protein_coding,Clecsf8| mcl| Mpcl,"C-type lectin domain family 4, member d"
Clec4e,56619,chr6,123281789,123289871,2519,-,P3215,NM_019948,TSS3885,protein_coding,C86253| Clecsf9| Mincle,"C-type lectin domain family 4, member e"
Vmn2r19,232358,chr6,123308333,123336537,2565,+,P8463,NM_001104632,TSS11646,protein_coding,EG232358,"vomeronasal 2, receptor 19"
Vmn2r20,667180,chr6,123385262,123418061,2562,-,P25641,NM_001104634,TSS901,protein_coding,EG667180,"vomeronasal 2, receptor 20"
Vmn2r21,546912,chr6,123492508,123533406,2562,-,P14977,NM_001104635,TSS10759,protein_coding,EG546912,"vomeronasal 2, receptor 21"
Vmn2r22,546913,chr6,123609758,123650635,2562,-,P25212,NM_001104637,TSS8355,protein_coding,EG546913,"vomeronasal 2, receptor 22"
Vmn2r23,435916,chr6,123702821,123742239,2550,+,P25421,NM_001104638,TSS21598,protein_coding,EG435916,"vomeronasal 2, receptor 23"
Vmn2r24,243628,chr6,123778971,123816280,2565,+,P22530,NM_001104639,TSS13317,protein_coding,EG243628,"vomeronasal 2, receptor 24"
Vmn2r25,545874,chr6,123822814,123853190,2568,-,P15526,NM_001104641,TSS7605,protein_coding,EG545874,"vomeronasal 2, receptor 25"
Vmn2r26,56552,chr6,124024758,124062035,2568,+,P225,NM_019917,TSS7883,protein_coding,V2R1| V2r1b,"vomeronasal 2, receptor 26"
Vmn2r27,232367,chr6,124191596,124231784,2574,-,P9288,NM_001104642,TSS20587,protein_coding,EG232367,"vomeronasal 2, receptor27"
Cd163,93671,chr6,124304651,124330527,4545,+,P4833,NM_001170395,TSS1815,protein_coding,CD163v2| CD163v3,CD163 antigen
1700013D24Rik,76921,chr6,124347594,124357086,534,-,P5949,NM_001177502,TSS11057,protein_coding,.,RIKEN cDNA 1700013D24 gene
1700027F06Rik,72268,chr6,124363282,124364486,403,-,,NR_131162,TSS27572,lncRNA,.,RIKEN cDNA 1700027F06 gene
Pex5,19305,chr6,124396816,124415067,3340,-,P8782,NM_008995,TSS20520,protein_coding,AW212715| ESTM1| PTS1R| Pxr1| X83306,peroxisomal biogenesis factor 5
Clstn3,232370,chr6,124430756,124464784,4007,-,P16892,NM_153508,TSS3163,protein_coding,Cs3| Cst-3| CSTN3| mKIAA0726,calsyntenin 3
C1rl,232371,chr6,124493113,124510643,3010,+,P663,NM_181344,TSS17217,protein_coding,C1r-LP| C1rl1| C1rlp,"complement component 1, r subcomponent-like"
C1ra,50909,chr6,124512621,124523440,2762,+,P20795,NM_023143,TSS9257,protein_coding,AI132558| C1r| mC1rA,"complement component 1, r subcomponent A"
C1s1,50908,chr6,124530344,124542359,3039,-,P20695,NM_144938,TSS23662,protein_coding,AA959438| AI255193| AI327365| C1s| C1sa,"complement component 1, s subcomponent 1"
C1rb,667277,chr6,124570430,124581044,2166,+,P15974,NM_001113356,TSS471,protein_coding,667277| Gm8551| mC1rB,"complement component 1, r subcomponent B"
C1s2,317677,chr6,124624625,124636085,2662,-,P8544,NM_173864,TSS9361,protein_coding,C1sb| EG317677| Gm5077,"complement component 1, s subcomponent 2"
Lpcat3,14792,chr6,124663104,124704716,2502,+,P507,NM_145130,TSS23591,protein_coding,C3f| Grcc3f| Lpcat| Lpeat| Lplat5| Lpsat| Mboat5| Moact5| Oact5| PTG,lysophosphatidylcholine acyltransferase 3
Emg1,14791,chr6,124704370,124712178,1045,-,P21655,NM_013536,TSS16060,protein_coding,C2f| Grcc2f,EMG1 N1-specific pseudouridine methyltransferase
Phb2,12034,chr6,124712289,124716945,1360,+,P14386,NM_007531,TSS17743,protein_coding,AU044498| BAP| Bap37| Bcap37| REA,prohibitin 2
Ptpn6,15170,chr6,124720707,124738709,2430,-,P30,NM_001077705,TSS16442,protein_coding,70Z-SHP| hcp| Hcph| me| Ptp1C| PTPTY-42| SH-PTP1| SHP-1,"protein tyrosine phosphatase, non-receptor type 6"
Grcc10,14790,chr6,124739184,124741079,567,-,P12968,NM_013535,TSS24147,protein_coding,2310033H05Rik| C10,"gene rich cluster, C10 gene"
Atn1,13498,chr6,124742544,124756487,4396,-,P6510,NM_007881,TSS21479,protein_coding,Atr1| atrophin-1| Drpla,atrophin 1
Eno2,13807,chr6,124760053,124769673,2797,-,P4742,NM_001302642,TSS24928,protein_coding,AI837106| D6Ertd375e| Eno-2| NSE,"enolase 2, gamma neuronal"
Lrrc23,16977,chr6,124769869,124779727,1444,-,P14188,NM_001302555,TSS17035,protein_coding,4921537K05Rik| B7| Lrpb7,leucine rich repeat containing 23
Spsb2,14794,chr6,124808661,124810616,1336,+,P15573,NM_001306051,TSS8530,protein_coding,AI461677| C9| Grcc9| SSB2,splA /ryanodine receptor domain and SOCS box containing 2
Tpi1,21991,chr6,124810592,124814296,1601,-,P26524,NM_009415,TSS27586,protein_coding,AI255506| Tpi| Tpi-1,triosephosphate isomerase 1
Usp5,22225,chr6,124815019,124829447,3176,-,P5566,NM_013700,TSS15911,protein_coding,AA407472| ISOT| ISOT-1| Ucht,ubiquitin specific peptidase 5 (isopeptidase T)
Cdca3,14793,chr6,124830176,124833701,1488,+,P19905,NM_013538,TSS13500,protein_coding,2410005A12Rik| C8| Grcc8| Tome-1,cell division cycle associated 3
Gnb3,14695,chr6,124834240,124840275,1846,-,P6519,NM_013530,TSS24995,protein_coding,Gnb-3,"guanine nucleotide binding protein (G protein), beta 3"
P3h3,14789,chr6,124841095,124857687,2779,-,P11634,NM_013534,TSS23505,protein_coding,BC016431| Grcb| Leprel2,prolyl 3-hydroxylase 3
Gpr162,14788,chr6,124858445,124863917,2675,-,P20703,NM_013533,TSS19282,protein_coding,A-2| BC031437| Grca,G protein-coupled receptor 162
Cd4,12504,chr6,124864693,124888209,3095,-,P19932,NM_013488,TSS25111,protein_coding,L3T4| Ly-4,CD4 antigen
Lag3,16768,chr6,124904359,124911705,2003,-,P9416,NM_008479,TSS21861,protein_coding,CD223| LAG-3| Ly66,lymphocyte-activation gene 3
Ptms,69202,chr6,124913675,124917946,1155,-,P19394,NM_026988,TSS5658,protein_coding,2610009E16Rik,parathymosin
Mlf2,30853,chr6,124931388,124936149,2071,+,P22376,NM_001170341,TSS17953,protein_coding,AI256856| AU018944| C77284,myeloid leukemia factor 2
Cops7a,26894,chr6,124958411,124965529,2265,-,P16896,NM_001164089,TSS5038,protein_coding,D6Ertd35e,COP9 signalosome subunit 7A
Pianp,319352,chr6,124996720,125003097,2339,+,P5435,NM_175696,TSS6672,protein_coding,AI255183| AU067746| C530028O21Rik| Panp,PILR alpha associated neural protein
Zfp384,269800,chr6,125009238,125037870,3553,+,P2184,NM_001252083,TSS20755,protein_coding,BB163993| C130073D16Rik| Ciz| Nmp4| NP,zinc finger protein 384
4930557K07Rik,78202,chr6,125010176,125049853,362,-,,NR_130997,TSS27446,lncRNA,.,RIKEN cDNA 4930557K07 gene
Ing4,28019,chr6,125039848,125049264,1617,+,P17136,NM_133345,TSS6054,protein_coding,D6Wsu147e| D6Xrf92| p29ING4,"inhibitor of growth family, member 4"
Acrbp,54137,chr6,125049927,125063265,1913,+,P24387,NM_001127340,TSS18145,protein_coding,OY-TES-1| sp32,proacrosin binding protein
Lpar5,381810,chr6,125067920,125082472,1515,+,P14177,NM_001163269,TSS14275,protein_coding,Gm1072| Gpr92| GPR93| LPA5,lysophosphatidic acid receptor 5
Chd4,107932,chr6,125096163,125130501,6425,+,P1807,NM_145979,TSS5663,protein_coding,9530019N15Rik| AA617397| BC005710| D6Ertd380e| Mi-2beta| mKIAA4075,chromodomain helicase DNA binding protein 4
Nop2,110109,chr6,125131883,125144753,2623,+,P2176,NM_138747,TSS5779,protein_coding,120kDa| A530002O17| Nol1,NOP2 nucleolar protein
Iffo1,320678,chr6,125145224,125161782,3296,+,P6391,NM_001302778,TSS16773,protein_coding,4733401N06Rik| A930037G23Rik| HOM-TES-103| Iffo,intermediate filament family orphan 1
Gapdh,14433,chr6,125161852,125166467,1496,-,P13184,NM_008084,TSS15728,protein_coding,Gapd,glyceraldehyde-3-phosphate dehydrogenase
Ncapd2,68298,chr6,125168007,125191586,4514,-,P3934,NM_146171,TSS915,protein_coding,2810406C15Rik| 2810465G24Rik| CAP-D2| CNAP1| mKIAA0159,"non-SMC condensin I complex, subunit D2"
Scarna10,100217413,chr6,125186361,125186431,71,-,,NR_028517,TSS6033,guide_RNA,MBI-52,small Cajal body-specific RNA 10
Mrpl51,66493,chr6,125192200,125194392,1515,+,P2123,NM_025595,TSS21258,protein_coding,2610511M02Rik| CDA09| HSPC241| Mrp64,mitochondrial ribosomal protein L51
Vamp1,22317,chr6,125215581,125222306,2742,+,P3044,NM_001080557,TSS15383,protein_coding,lew| Syb-1| Syb1| VAMP-1,vesicle-associated membrane protein 1
Tapbpl,213233,chr6,125224212,125231860,2073,-,P1046,NM_145391,TSS22374,protein_coding,BC017613| TAPBPL-R| Tapbplr,TAP binding protein-like
E130112N10Rik,78668,chr6,125231276,125239934,1351,+,,NR_015604,TSS23640,lncRNA,5830448L21Rik| 9530059J11Rik,RIKEN cDNA E130112N10 gene
Cd27,21940,chr6,125232622,125237027,1576,-,P2807,NM_001286753,TSS21722,protein_coding,S152| Tnfrsf7| Tp55,CD27 antigen
4930417O13Rik,73870,chr6,125265525,125273777,1093,+,,NR_015527,TSS5190,lncRNA,.,RIKEN cDNA 4930417O13 gene
Tuba3a,22144,chr6,125278274,125286042,1509,-,P24055,NM_009446,TSS18854,protein_coding,AI528779| M[a]3| Tuba3,"tubulin, alpha 3A"
Ltbr,17000,chr6,125306571,125313870,2092,-,P4185,NM_010736,TSS19169,protein_coding,AI256028| CD18| Ltar| LTbetaR| TNF-R-III| Tnfbr| TNFCR| TNFR-RP| TNFR2-RP| TNFRrp| Tnfrsf3,lymphotoxin B receptor
Scnn1a,20276,chr6,125321340,125344942,3498,+,P21598,NM_011324,TSS11464,protein_coding,ENaC| mENaC| SCNEA| Scnn1,"sodium channel, nonvoltage-gated 1 alpha"
Tnfrsf1a,21937,chr6,125349723,125362483,2155,+,P11262,NM_011609,TSS4432,protein_coding,CD120a| FPF| p55| p55-R| TNF-alphaR1| TNF-R| TNF-R-I| TNF-R1| TNF-R55| TNFalpha-R1| TNFAR| Tnfr-2| Tnfr1| TNFR60| TNFRI| TNFRp55,"tumor necrosis factor receptor superfamily, member 1a"
Plekhg6,213522,chr6,125362651,125380504,3019,-,P11574,NM_198604,TSS23639,protein_coding,BC026778| Gm155,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6"
Cd9,12527,chr6,125460266,125494755,1192,-,P12217,NM_007657,TSS26996,protein_coding,Tspan29,CD9 antigen
Vwf,22371,chr6,125552948,125686679,8834,+,P20202,NM_011708,TSS15106,protein_coding,6820430P06Rik| AI551257| B130011O06Rik| C630030D09| F8VWF| VWD,Von Willebrand factor
Ano2,243634,chr6,125690419,126040128,3927,+,P20333,NM_153589,TSS19377,protein_coding,BC033409| Tmem16b,anoctamin 2
Ntf3,18205,chr6,126101412,126166744,1428,-,P18540,NM_001164035,TSS3380,protein_coding,AI316846| AI835689| Nt3| Ntf-3,neurotrophin 3
Gm10415,100038574,chr6,126286649,126328686,2825,-,,NR_045480,TSS3011,lncRNA,ENSMUSG00000072759,predicted gene 10415
Kcna5,16493,chr6,126532551,126535555,3005,-,P2804,NM_145983,TSS5019,protein_coding,Kv1.5,"potassium voltage-gated channel, shaker-related subfamily, member 5"
Kcna1,16485,chr6,126636463,126645801,8970,-,P10510,NM_010595,TSS15105,protein_coding,AI840627| Kca1-1| Kv1.1| MBK1| mceph| Mk-1| Shak,"potassium voltage-gated channel, shaker-related subfamily, member 1"
