Entry	Base_Accession	Protein_Family	Index_in_full_fasta	Gene_Name
Q6ZWH5-3	Q6ZWH5	Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily	71645	NEK10
Q6ZWH5-4	Q6ZWH5	Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily	71646	NEK10
Q6ZWH5-5	Q6ZWH5	Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily	71647	NEK10
Q6ZWH5-6	Q6ZWH5	Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily	71648	NEK10
Q6ZWH5-7	Q6ZWH5	Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily	71649	NEK10
Q6ZWI9	Q6ZWI9	Not available	71650	RFPL4B
Q6ZWJ8-2	Q6ZWJ8	Not available	71651	KCP
Q6ZWJ8-4	Q6ZWJ8	Not available	71652	KCP
Q6ZWL3-2	Q6ZWL3	Cytochrome P450 family	71653	CYP4V2
Q6ZXV5-2	Q6ZXV5	TMTC family	71654	TMTC3
Q702N8-2	Q702N8	Xin family	71656	XIRP1
Q702N8-3	Q702N8	Xin family	71657	XIRP1
Q709C8-2	Q709C8	VPS13 family	71667	VPS13C
Q709C8-3	Q709C8	VPS13 family	71668	VPS13C
Q709C8-4	Q709C8	VPS13 family	71669	VPS13C
Q70CQ1-2	Q70CQ1	Peptidase C19 family	71671	USP49
Q70CQ2-2	Q70CQ2	Peptidase C19 family	71672	USP34
Q70CQ2-3	Q70CQ2	Peptidase C19 family	71673	USP34
Q70CQ4-2	Q70CQ4	Peptidase C19 family	71674	USP31
Q70EL1-10	Q70EL1	Peptidase C19 family	71675	USP54
Q70EL1-4	Q70EL1	Peptidase C19 family	71676	USP54
Q70EL1-6	Q70EL1	Peptidase C19 family	71677	USP54
Q70EL1-7	Q70EL1	Peptidase C19 family	71678	USP54
Q70EL1-8	Q70EL1	Peptidase C19 family	71679	USP54
Q70EL2-2	Q70EL2	Peptidase C19 family	71680	USP45
Q70EL2-3	Q70EL2	Peptidase C19 family	71681	USP45
Q70EL4-2	Q70EL4	Peptidase C19 family	71682	USP43
Q70EL4-3	Q70EL4	Peptidase C19 family	71683	USP43
Q70EL4-4	Q70EL4	Peptidase C19 family	71684	USP43
Q70HW3-2	Q70HW3	Mitochondrial carrier (TC 2.A.29) family	71685	SLC25A26
Q70HW3-3	Q70HW3	Mitochondrial carrier (TC 2.A.29) family	71686	SLC25A26
Q70IA6-2	Q70IA6	MOB1/phocein family	71688	MOB2
Q70IA6-3	Q70IA6	MOB1/phocein family	71689	MOB2
Q70SY1-2	Q70SY1	BZIP family, ATF subfamily	71693	CREB3L2
Q70SY1-3	Q70SY1	BZIP family, ATF subfamily	71694	CREB3L2
Q70UQ0-2	Q70UQ0	Not available	71698	IKBIP
Q70UQ0-3	Q70UQ0	Not available	71699	IKBIP
Q70YC5-2	Q70YC5	Not available	71700	ZNF365
Q70YC5-3	Q70YC5	Not available	71701	ZNF365
Q70YC5-4	Q70YC5	Not available	71702	ZNF365
Q70YC5-5	Q70YC5	Not available	71703	ZNF365
Q70Z35-3	Q70Z35	Not available	71704	PREX2
Q70Z35-4	Q70Z35	Not available	71705	PREX2
Q70Z44-2	Q70Z44	Ligand-gated ion channel (TC 1.A.9) family, 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily, HTR3D sub-subfamily	71706	HTR3D
Q70Z44-3	Q70Z44	Ligand-gated ion channel (TC 1.A.9) family, 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily, HTR3D sub-subfamily	71707	HTR3D
Q70Z44-4	Q70Z44	Ligand-gated ion channel (TC 1.A.9) family, 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily, HTR3D sub-subfamily	71708	HTR3D
Q70Z53-2	Q70Z53	Not available	71709	FRA10AC1
Q70Z53-3	Q70Z53	Not available	71710	FRA10AC1
Q70Z53-4	Q70Z53	Not available	71711	FRA10AC1
Q70Z53-5	Q70Z53	Not available	71712	FRA10AC1
Q719I0-2	Q719I0	AHA1 family	71713	AHSA2P
Q719I0-3	Q719I0	AHA1 family	71714	AHSA2P
Q71F23-2	Q71F23	CENP-U/AME1 family	71716	CENPU
Q71F23-3	Q71F23	CENP-U/AME1 family	71717	CENPU
Q71RC2-2	Q71RC2	Not available	71722	LARP4
Q71RC2-3	Q71RC2	Not available	71723	LARP4
Q71RC2-4	Q71RC2	Not available	71724	LARP4
Q71RC2-5	Q71RC2	Not available	71725	LARP4
Q71RC2-6	Q71RC2	Not available	71726	LARP4
Q71RC2-7	Q71RC2	Not available	71727	LARP4
Q71RG6	Q71RG6	Not available	71730	FP248
Q71RH2-2	Q71RH2	Not available	71731	TLCD3B
Q71RS6-2	Q71RS6	Ca(2+):cation antiporter (CaCA) (TC 2.A.19) family, SLC24A subfamily	71733	SLC24A5
Q71SY5-4	Q71SY5	Mediator complex subunit 25 family	71737	MED25
Q71SY5-5	Q71SY5	Mediator complex subunit 25 family	71738	MED25
Q71SY5-6	Q71SY5	Mediator complex subunit 25 family	71739	MED25
Q71U36-2	Q71U36	Tubulin family	71741	TUBA1A
Q71UI9-2	Q71UI9	Histone H2A family	71744	H2AZ2
Q71UI9-3	Q71UI9	Histone H2A family	71745	H2AZ2
Q71UI9-4	Q71UI9	Histone H2A family	71746	H2AZ2
Q71UI9-5	Q71UI9	Histone H2A family	71747	H2AZ2
Q75LS8	Q75LS8	Not available	71758	FKBP9P1
Q75MW2	Q75MW2	Not available	71762	ZNF767P
Q75N03-2	Q75N03	Hakai family	71764	CBLL1
Q75NE6-2	Q75NE6	Not available	71766	MIR17HG
Q75T13-2	Q75T13	GPI inositol-deacylase family	71768	PGAP1
Q75T13-3	Q75T13	GPI inositol-deacylase family	71769	PGAP1
Q75T13-4	Q75T13	GPI inositol-deacylase family	71770	PGAP1
Q75VX8-2	Q75VX8	GAREM family	71772	GAREM2
Q75VX8-3	Q75VX8	GAREM family	71773	GAREM2
Q76B58-2	Q76B58	BRINP family	71777	BRINP3
Q76EJ3-2	Q76EJ3	TPT transporter family, SLC35D subfamily	71778	SLC35D2
Q76FK4-2	Q76FK4	Not available	71779	NOL8
Q76FK4-4	Q76FK4	Not available	71780	NOL8
Q76G19-2	Q76G19	Not available	71782	PDZD4
Q76I76-2	Q76I76	Protein-tyrosine phosphatase family	71783	SSH2
Q76I76-3	Q76I76	Protein-tyrosine phosphatase family	71784	SSH2
Q76I76-4	Q76I76	Protein-tyrosine phosphatase family	71785	SSH2
Q76KD6-2	Q76KD6	Speriolin family	71786	SPATC1
Q76L83-2	Q76L83	Asx family	71788	ASXL2
Q76LX8-2	Q76LX8	Not available	71789	ADAMTS13
Q76LX8-3	Q76LX8	Not available	71790	ADAMTS13
Q76LX8-4	Q76LX8	Not available	71791	ADAMTS13
Q76M96-2	Q76M96	CCDC80 family	71792	CCDC80
Q76M96-3	Q76M96	CCDC80 family	71793	CCDC80
Q76N32-2	Q76N32	Not available	71794	CEP68
Q76N89-2	Q76N89	Not available	71797	HECW1
Q76NI1-4	Q76NI1	Not available	71798	KNDC1
Q7KYR7-1	Q7KYR7	Immunoglobulin superfamily, BTN/MOG family	71812	BTN2A1
Q7KYR7-3	Q7KYR7	Immunoglobulin superfamily, BTN/MOG family	71813	BTN2A1
Q7KYR7-5	Q7KYR7	Immunoglobulin superfamily, BTN/MOG family	71814	BTN2A1
Q7KYR7-6	Q7KYR7	Immunoglobulin superfamily, BTN/MOG family	71815	BTN2A1
Q7KZ85-2	Q7KZ85	SPT6 family	71818	SUPT6H
Q7KZ85-3	Q7KZ85	SPT6 family	71819	SUPT6H
Q7L099-2	Q7L099	Not available	71826	RUFY3
Q7L099-3	Q7L099	Not available	71827	RUFY3
Q7L099-4	Q7L099	Not available	71828	RUFY3
Q7L0Q8-2	Q7L0Q8	Small GTPase superfamily, Rho family	71829	RHOU
Q7L0X2-2	Q7L0X2	ERICH6 family	71830	ERICH6
Q7L0X2-3	Q7L0X2	ERICH6 family	71831	ERICH6
Q7L1Q6-2	Q7L1Q6	BZW family	71832	BZW1
Q7L1Q6-3	Q7L1Q6	BZW family	71833	BZW1
Q7L1Q6-4	Q7L1Q6	BZW family	71834	BZW1
Q7L1S5-2	Q7L1S5	Sulfotransferase 2 family	71835	CHST9
Q7L1V2-2	Q7L1V2	MON1/SAND family	71836	MON1B
Q7L266-2	Q7L266	Ntn-hydrolase family	71837	ASRGL1
Q7L2E3-2	Q7L2E3	DEAD box helicase family, DEAH subfamily	71838	DHX30
Q7L2E3-3	Q7L2E3	DEAD box helicase family, DEAH subfamily	71839	DHX30
Q7L2H7-2	Q7L2H7	EIF-3 subunit M family	71840	EIF3M
Q7L2J0-2	Q7L2J0	Methyltransferase superfamily	71841	MEPCE
Q7L4E1-2	Q7L4E1	Mitoguardin family	71844	MIGA2
Q7L4E1-3	Q7L4E1	Mitoguardin family	71845	MIGA2
Q7L4I2-2	Q7L4I2	RSRC2 family	71846	RSRC2
Q7L576-2	Q7L576	CYFIP family	71849	CYFIP1
Q7L576-3	Q7L576	CYFIP family	71850	CYFIP1
Q7L590-2	Q7L590	MCM10 family	71851	MCM10
Q7L591-2	Q7L591	DOK family, Type A subfamily	71852	DOK3
Q7L591-4	Q7L591	DOK family, Type A subfamily	71853	DOK3
Q7L592-2	Q7L592	NDUFAF7 family	71854	NDUFAF7
Q7L5A3-2	Q7L5A3	ATOS family	71855	ATOSB
Q7L5A3-3	Q7L5A3	ATOS family	71856	ATOSB
Q7L5A8-2	Q7L5A8	Sterol desaturase family, SCS7 subfamily	71857	FA2H
Q7L5D6-2	Q7L5D6	GET4 family	71858	GET4
Q7L5L3-1	Q7L5L3	Glycerophosphoryl diester phosphodiesterase family	71859	GDPD3
Q7L5Y1-2	Q7L5Y1	Mandelate racemase/muconate lactonizing enzyme family, ENOSF1 subfamily	71860	ENOSF1
Q7L5Y1-3	Q7L5Y1	Mandelate racemase/muconate lactonizing enzyme family, ENOSF1 subfamily	71861	ENOSF1
Q7L5Y1-4	Q7L5Y1	Mandelate racemase/muconate lactonizing enzyme family, ENOSF1 subfamily	71862	ENOSF1
Q7L5Y1-5	Q7L5Y1	Mandelate racemase/muconate lactonizing enzyme family, ENOSF1 subfamily	71863	ENOSF1
Q7L5Y1-6	Q7L5Y1	Mandelate racemase/muconate lactonizing enzyme family, ENOSF1 subfamily	71864	ENOSF1
Q7L5Y1-7	Q7L5Y1	Mandelate racemase/muconate lactonizing enzyme family, ENOSF1 subfamily	71865	ENOSF1
Q7L5Y9-2	Q7L5Y9	Not available	71866	MAEA
Q7L5Y9-3	Q7L5Y9	Not available	71867	MAEA
Q7L5Y9-4	Q7L5Y9	Not available	71868	MAEA
Q7L5Y9-5	Q7L5Y9	Not available	71869	MAEA
Q7L7V1-2	Q7L7V1	DEAD box helicase family, DEAH subfamily	71870	DHX32
Q7L7X3-2	Q7L7X3	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	71872	TAOK1
Q7L7X3-3	Q7L7X3	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	71873	TAOK1
Q7L8A9-2	Q7L8A9	Transglutaminase-like superfamily, Vasohibin family	71874	VASH1
Q7L8W6-2	Q7L8W6	Diphthine--ammonia ligase family	71876	DPH6
Q7L9L4-2	Q7L9L4	MOB1/phocein family	71878	MOB1B
Q7LBC6-2	Q7LBC6	JHDM2 histone demethylase family	71880	KDM3B
Q7LBC6-3	Q7LBC6	JHDM2 histone demethylase family	71881	KDM3B
Q7LDG7-3	Q7LDG7	RASGRP family	71884	RASGRP2
Q7LDG7-4	Q7LDG7	RASGRP family	71885	RASGRP2
Q7LFX5-2	Q7LFX5	Sulfotransferase 1 family	71886	CHST15
Q7LG56-2	Q7LG56	Ribonucleoside diphosphate reductase small chain family	71887	RRM2B
Q7LG56-3	Q7LG56	Ribonucleoside diphosphate reductase small chain family	71888	RRM2B
Q7LG56-4	Q7LG56	Ribonucleoside diphosphate reductase small chain family	71889	RRM2B
Q7LG56-5	Q7LG56	Ribonucleoside diphosphate reductase small chain family	71890	RRM2B
Q7LG56-6	Q7LG56	Ribonucleoside diphosphate reductase small chain family	71891	RRM2B
Q7LGA3-2	Q7LGA3	Sulfotransferase 3 family	71892	HS2ST1
Q7LGA3-3	Q7LGA3	Sulfotransferase 3 family	71893	HS2ST1
Q7RTN6-2	Q7RTN6	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	71895	STRADA
Q7RTN6-3	Q7RTN6	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	71896	STRADA
Q7RTN6-4	Q7RTN6	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	71897	STRADA
Q7RTN6-5	Q7RTN6	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	71898	STRADA
Q7RTN6-6	Q7RTN6	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	71899	STRADA
Q7RTP6-2	Q7RTP6	Mical family	71900	MICAL3
Q7RTP6-3	Q7RTP6	Mical family	71901	MICAL3
Q7RTP6-4	Q7RTP6	Mical family	71902	MICAL3
Q7RTP6-5	Q7RTP6	Mical family	71903	MICAL3
Q7RTR0-2	Q7RTR0	NLRP family	71912	NLRP9
Q7RTR2-2	Q7RTR2	NLRP family	71913	NLRC3
Q7RTR2-3	Q7RTR2	NLRP family	71914	NLRC3
Q7RTR2-4	Q7RTR2	NLRP family	71915	NLRC3
Q7RTT9-2	Q7RTT9	SLC29A/ENT transporter (TC 2.A.57) family	71916	SLC29A4
Q7RTW8-2	Q7RTW8	Stereocilin family	71917	OTOA
Q7RTW8-3	Q7RTW8	Stereocilin family	71918	OTOA
Q7RTW8-4	Q7RTW8	Stereocilin family	71919	OTOA
Q7RTW8-5	Q7RTW8	Stereocilin family	71920	OTOA
Q7RTX1-2	Q7RTX1	G protein-coupled receptor 3 family, TAS1R subfamily	71921	TAS1R1
Q7RTX1-3	Q7RTX1	G protein-coupled receptor 3 family, TAS1R subfamily	71922	TAS1R1
Q7RTX1-4	Q7RTX1	G protein-coupled receptor 3 family, TAS1R subfamily	71923	TAS1R1
Q7RTY3-2	Q7RTY3	Peptidase S1 family	71924	PRSS45P
Q7RTY5-3	Q7RTY5	Peptidase S1 family	71925	PRSS48
Q7RTY8-2	Q7RTY8	Peptidase S1 family	71926	TMPRSS7
Q7RTY8-3	Q7RTY8	Peptidase S1 family	71927	TMPRSS7
Q7Z2D5-2	Q7Z2D5	PA-phosphatase related phosphoesterase family	72019	PLPPR4
Q7Z2D5-3	Q7Z2D5	PA-phosphatase related phosphoesterase family	72020	PLPPR4
Q7Z2D5-4	Q7Z2D5	PA-phosphatase related phosphoesterase family	72021	PLPPR4
Q7Z2F6	Q7Z2F6	Not available	72022	KRABD5
Q7Z2G1-1	Q7Z2G1	Histone H2B family	72023	H2BW1
Q7Z2G1-3	Q7Z2G1	Histone H2B family	72024	H2BW1
Q7Z2H8-3	Q7Z2H8	Amino acid/polyamine transporter 2 family	72025	SLC36A1
Q7Z2H8-4	Q7Z2H8	Amino acid/polyamine transporter 2 family	72026	SLC36A1
Q7Z2K6-2	Q7Z2K6	Peptidase M28 family	72027	ERMP1
Q7Z2R9	Q7Z2R9	Not available	72028	SSBP3-AS1
Q7Z2T5-2	Q7Z2T5	Class I-like SAM-binding methyltransferase superfamily, Trm1 family	72030	TRMT1L
Q7Z2V1	Q7Z2V1	Not available	72032	C16orf82
Q7Z2W4-3	Q7Z2W4	ARTD/PARP family	72037	ZC3HAV1
Q7Z2W4-4	Q7Z2W4	ARTD/PARP family	72038	ZC3HAV1
Q7Z2W4-5	Q7Z2W4	ARTD/PARP family	72039	ZC3HAV1
Q7Z2W7-2	Q7Z2W7	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM8 sub-subfamily	72041	TRPM8
Q7Z2W7-3	Q7Z2W7	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM8 sub-subfamily	72042	TRPM8
Q7Z2W7-4	Q7Z2W7	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM8 sub-subfamily	72043	TRPM8
Q7Z2X4-2	Q7Z2X4	Not available	72044	PID1
Q7Z2X4-3	Q7Z2X4	Not available	72045	PID1
Q7Z2X4-4	Q7Z2X4	Not available	72046	PID1
Q7Z2X7	Q7Z2X7	GAGE family	72047	PAGE2
Q7Z2Z2-2	Q7Z2Z2	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family	72049	EFL1
Q7Z309-2	Q7Z309	FAM122 family	72051	PABIR2
Q7Z309-3	Q7Z309	FAM122 family	72052	PABIR2
Q7Z309-4	Q7Z309	FAM122 family	72053	PABIR2
Q7Z309-5	Q7Z309	FAM122 family	72054	PABIR2
Q7Z333-3	Q7Z333	DNA2/NAM7 helicase family	72058	SETX
Q7Z333-4	Q7Z333	DNA2/NAM7 helicase family	72059	SETX
Q7Z340-2	Q7Z340	Krueppel C2H2-type zinc-finger protein family	72061	ZNF551
Q7Z340-3	Q7Z340	Krueppel C2H2-type zinc-finger protein family	72062	ZNF551
Q7Z392-2	Q7Z392	TRAPPC11 family	72069	TRAPPC11
Q7Z392-3	Q7Z392	TRAPPC11 family	72070	TRAPPC11
Q7Z392-4	Q7Z392	TRAPPC11 family	72071	TRAPPC11
Q7Z3B0	Q7Z3B0	SMIM15 family	72074	SMIM15
Q7Z3B3-2	Q7Z3B3	Not available	72075	KANSL1
Q7Z3B3-4	Q7Z3B3	Not available	72076	KANSL1
Q7Z3C6-2	Q7Z3C6	ATG9 family	72079	ATG9A
Q7Z3D6-2	Q7Z3D6	D-glutamate cyclase family	72080	DGLUCY
Q7Z3D6-3	Q7Z3D6	D-glutamate cyclase family	72081	DGLUCY
Q7Z3D6-4	Q7Z3D6	D-glutamate cyclase family	72082	DGLUCY
Q7Z3D6-5	Q7Z3D6	D-glutamate cyclase family	72083	DGLUCY
Q7Z3D6-6	Q7Z3D6	D-glutamate cyclase family	72084	DGLUCY
Q7Z3E5-2	Q7Z3E5	Not available	72086	ARMC9
Q7Z3K6-2	Q7Z3K6	Not available	72090	MIER3
Q7Z3K6-3	Q7Z3K6	Not available	72091	MIER3
Q7Z3K6-4	Q7Z3K6	Not available	72092	MIER3
Q7Z3K6-5	Q7Z3K6	Not available	72093	MIER3
Q7Z3Q1-2	Q7Z3Q1	Major facilitator superfamily, SLC46A family	72100	SLC46A3
Q7Z3S7-2	Q7Z3S7	Calcium channel subunit alpha-2/delta family	72103	CACNA2D4
Q7Z3S7-4	Q7Z3S7	Calcium channel subunit alpha-2/delta family	72104	CACNA2D4
Q7Z3S7-5	Q7Z3S7	Calcium channel subunit alpha-2/delta family	72105	CACNA2D4
Q7Z3S7-6	Q7Z3S7	Calcium channel subunit alpha-2/delta family	72106	CACNA2D4
Q7Z3S7-7	Q7Z3S7	Calcium channel subunit alpha-2/delta family	72107	CACNA2D4
Q7Z3S9-2	Q7Z3S9	NOTCH family	72108	NOTCH2NLA
Q7Z3S9-3	Q7Z3S9	NOTCH family	72109	NOTCH2NLA
Q7Z3U7-2	Q7Z3U7	MON2 family	72111	MON2
Q7Z3U7-3	Q7Z3U7	MON2 family	72112	MON2
Q7Z3U7-5	Q7Z3U7	MON2 family	72113	MON2
Q7Z3U7-6	Q7Z3U7	MON2 family	72114	MON2
Q7Z3V4-2	Q7Z3V4	Not available	72115	UBE3B
Q7Z3V4-3	Q7Z3V4	Not available	72116	UBE3B
Q7Z3Z4-2	Q7Z3Z4	Argonaute family, Piwi subfamily	72122	PIWIL4
Q7Z3Z4-3	Q7Z3Z4	Argonaute family, Piwi subfamily	72123	PIWIL4
Q7Z403-2	Q7Z403	TMC family	72126	TMC6
Q7Z403-3	Q7Z403	TMC family	72127	TMC6
Q7Z403-4	Q7Z403	TMC family	72128	TMC6
Q7Z404-3	Q7Z404	TMC family	72129	TMC4
Q7Z406-2	Q7Z406	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family	72130	MYH14
Q7Z406-4	Q7Z406	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family	72131	MYH14
Q7Z406-5	Q7Z406	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family	72132	MYH14
Q7Z406-6	Q7Z406	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family	72133	MYH14
Q7Z407-2	Q7Z407	CSMD family	72134	CSMD3
Q7Z407-3	Q7Z407	CSMD family	72135	CSMD3
Q7Z407-4	Q7Z407	CSMD family	72136	CSMD3
Q7Z407-5	Q7Z407	CSMD family	72137	CSMD3
Q7Z408-2	Q7Z408	CSMD family	72138	CSMD2
Q7Z408-3	Q7Z408	CSMD family	72139	CSMD2
Q7Z408-4	Q7Z408	CSMD family	72140	CSMD2
Q7Z417-2	Q7Z417	Not available	72141	NUFIP2
Q7Z419-2	Q7Z419	RBR family, RNF144 subfamily	72142	RNF144B
Q7Z422-2	Q7Z422	SZRD1 family	72143	SZRD1
Q7Z422-3	Q7Z422	SZRD1 family	72144	SZRD1
Q7Z422-4	Q7Z422	SZRD1 family	72145	SZRD1
Q7Z422-5	Q7Z422	SZRD1 family	72146	SZRD1
Q7Z434-2	Q7Z434	Not available	72147	MAVS
Q7Z434-3	Q7Z434	Not available	72148	MAVS
Q7Z434-6	Q7Z434	Not available	72149	MAVS
Q7Z442-2	Q7Z442	Polycystin family	72150	PKD1L2
Q7Z442-3	Q7Z442	Polycystin family	72151	PKD1L2
Q7Z442-4	Q7Z442	Polycystin family	72152	PKD1L2
Q7Z442-6	Q7Z442	Polycystin family	72153	PKD1L2
Q7Z460-2	Q7Z460	CLASP family	72157	CLASP1
Q7Z460-3	Q7Z460	CLASP family	72158	CLASP1
Q7Z460-4	Q7Z460	CLASP family	72159	CLASP1
Q7Z460-5	Q7Z460	CLASP family	72160	CLASP1
Q7Z494-2	Q7Z494	Not available	72164	NPHP3
Q7Z494-3	Q7Z494	Not available	72165	NPHP3
Q7Z494-4	Q7Z494	Not available	72166	NPHP3
Q7Z494-5	Q7Z494	Not available	72167	NPHP3
Q7Z494-6	Q7Z494	Not available	72168	NPHP3
Q7Z494-7	Q7Z494	Not available	72169	NPHP3
Q7Z4B0	Q7Z4B0	Not available	72171	LINC00305
Q7Z4G4-2	Q7Z4G4	Class I-like SAM-binding methyltransferase superfamily, TRM11 methyltransferase family	72174	TRMT11
Q7Z4G4-3	Q7Z4G4	Class I-like SAM-binding methyltransferase superfamily, TRM11 methyltransferase family	72175	TRMT11
Q7Z4H3-2	Q7Z4H3	HDDC2 family	72177	HDDC2
Q7Z4H3-3	Q7Z4H3	HDDC2 family	72178	HDDC2
Q7Z4H7-2	Q7Z4H7	HAUS6 family	72179	HAUS6
Q7Z4H7-3	Q7Z4H7	HAUS6 family	72180	HAUS6
Q7Z4H8-2	Q7Z4H8	KDELC family	72181	POGLUT3
Q7Z4H8-3	Q7Z4H8	KDELC family	72182	POGLUT3
Q7Z4I7-2	Q7Z4I7	Not available	72183	LIMS2
Q7Z4I7-3	Q7Z4I7	Not available	72184	LIMS2
Q7Z4I7-4	Q7Z4I7	Not available	72185	LIMS2
Q7Z4K8-2	Q7Z4K8	TRIM/RBCC family	72186	TRIM46
Q7Z4K8-3	Q7Z4K8	TRIM/RBCC family	72187	TRIM46
Q7Z4K8-4	Q7Z4K8	TRIM/RBCC family	72188	TRIM46
Q7Z4K8-5	Q7Z4K8	TRIM/RBCC family	72189	TRIM46
Q7Z4N2-2	Q7Z4N2	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM1 sub-subfamily	72193	TRPM1
Q7Z4N2-3	Q7Z4N2	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM1 sub-subfamily	72194	TRPM1
Q7Z4N2-4	Q7Z4N2	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM1 sub-subfamily	72195	TRPM1
Q7Z4N2-5	Q7Z4N2	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM1 sub-subfamily	72196	TRPM1
Q7Z4N2-6	Q7Z4N2	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM1 sub-subfamily	72197	TRPM1
Q7Z4N8-2	Q7Z4N8	P4HA family	72198	P4HA3
Q7Z4N8-3	Q7Z4N8	P4HA family	72199	P4HA3
Q7Z4S6-2	Q7Z4S6	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family	72201	KIF21A
Q7Z4S6-3	Q7Z4S6	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family	72202	KIF21A
Q7Z4S6-4	Q7Z4S6	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family	72203	KIF21A
Q7Z4S6-5	Q7Z4S6	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family	72204	KIF21A
Q7Z4S6-6	Q7Z4S6	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family	72205	KIF21A
Q7Z4T8-2	Q7Z4T8	Glycosyltransferase 2 family, GalNAc-T subfamily	72207	GALNTL5
Q7Z4V5-2	Q7Z4V5	HDGF family	72208	HDGFL2
Q7Z4V5-3	Q7Z4V5	HDGF family	72209	HDGFL2
Q7Z4V5-4	Q7Z4V5	HDGF family	72210	HDGFL2
Q7Z553-2	Q7Z553	Not available	72228	MDGA2
Q7Z553-3	Q7Z553	Not available	72229	MDGA2
Q7Z569-2	Q7Z569	Not available	72231	BRAP
Q7Z589-2	Q7Z589	Not available	72233	EMSY
Q7Z589-3	Q7Z589	Not available	72234	EMSY
Q7Z589-4	Q7Z589	Not available	72235	EMSY
Q7Z589-6	Q7Z589	Not available	72236	EMSY
Q7Z589-7	Q7Z589	Not available	72237	EMSY
Q7Z591-2	Q7Z591	AKNA family	72238	AKNA
Q7Z591-3	Q7Z591	AKNA family	72239	AKNA
Q7Z591-4	Q7Z591	AKNA family	72240	AKNA
Q7Z591-5	Q7Z591	AKNA family	72241	AKNA
Q7Z591-6	Q7Z591	AKNA family	72242	AKNA
Q7Z591-7	Q7Z591	AKNA family	72243	AKNA
Q7Z591-8	Q7Z591	AKNA family	72244	AKNA
Q7Z5B4-2	Q7Z5B4	Ric-3 family	72246	RIC3
Q7Z5B4-3	Q7Z5B4	Ric-3 family	72247	RIC3
Q7Z5B4-6	Q7Z5B4	Ric-3 family	72248	RIC3
Q7Z5D8	Q7Z5D8	Not available	72252	NANOGNB
Q7Z5H3-2	Q7Z5H3	Not available	72255	ARHGAP22
Q7Z5H3-3	Q7Z5H3	Not available	72256	ARHGAP22
Q7Z5H3-4	Q7Z5H3	Not available	72257	ARHGAP22
Q7Z5H3-5	Q7Z5H3	Not available	72258	ARHGAP22
Q7Z5J4-2	Q7Z5J4	Not available	72259	RAI1
Q7Z5J4-3	Q7Z5J4	Not available	72260	RAI1
Q7Z5J4-4	Q7Z5J4	Not available	72261	RAI1
Q7Z5K2-2	Q7Z5K2	WAPL family	72262	WAPL
Q7Z5K2-3	Q7Z5K2	WAPL family	72263	WAPL
Q7Z5L2-2	Q7Z5L2	Not available	72264	R3HCC1L
Q7Z5L2-3	Q7Z5L2	Not available	72265	R3HCC1L
Q7Z5L7-2	Q7Z5L7	Small leucine-rich proteoglycan (SLRP) family, SLRP class V subfamily	72266	PODN
Q7Z5L7-3	Q7Z5L7	Small leucine-rich proteoglycan (SLRP) family, SLRP class V subfamily	72267	PODN
Q7Z5L7-4	Q7Z5L7	Small leucine-rich proteoglycan (SLRP) family, SLRP class V subfamily	72268	PODN
Q7Z5M8-2	Q7Z5M8	Serine esterase family	72269	ABHD12B
Q7Z5M8-4	Q7Z5M8	Serine esterase family	72270	ABHD12B
Q7Z5M8-5	Q7Z5M8	Serine esterase family	72271	ABHD12B
