species,tissue_type,cancer_type,cell_type,cell_name,marker,Symbol,Genename
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,FAM195A,MCRIP2,MAPK regulated corepressor interacting protein 2
Human,Fetal gonad,Normal,Normal cell,Leydig cell,FAM195A,MCRIP2,MAPK regulated corepressor interacting protein 2
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,COX7B,COX7B,cytochrome c oxidase subunit 7B
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,IFITM3,IFITM3,interferon induced transmembrane protein 3
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,IFITM3,IFITM3,interferon induced transmembrane protein 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,RHOXF1,RHOXF1,Rhox homeobox family member 1
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,PLAU,PLAU,"plasminogen activator, urokinase"
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,COX8A,COX8A,cytochrome c oxidase subunit 8A
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,FKBP1A,FKBP1A,FKBP prolyl isomerase 1A
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,DCTN4,DCTN4,dynactin subunit 4
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,AADAT,AADAT,aminoadipate aminotransferase
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,USMG5,ATP5MK,ATP synthase membrane subunit k
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,USMG5,ATP5MK,ATP synthase membrane subunit k
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CFAP58,CFAP58,cilia and flagella associated protein 58
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C11orf65,C11orf65,chromosome 11 open reading frame 65
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,C11orf65,C11orf65,chromosome 11 open reading frame 65
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,LDHAL6A,LDHAL6A,lactate dehydrogenase A like 6A
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,TIMP3,TIMP3,TIMP metallopeptidase inhibitor 3
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,RCN3,RCN3,RCAN family member 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,IFT57,IFT57,intraflagellar transport 57
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,LEF1,LEF1,lymphoid enhancer binding factor 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,LEF1,LEF1,lymphoid enhancer binding factor 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C11orf70,CFAP300,cilia and flagella associated protein 300
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,MGST1,MGST1,microsomal glutathione S-transferase 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,ARIH2,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,DENND5B,DENND5B,DENN domain containing 5B
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SENP6,SENP6,SUMO specific peptidase 6
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,TUBGCP3,TUBGCP3,tubulin gamma complex associated protein 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SEC24B,SEC24B,"SEC24 homolog B, COPII coat complex component"
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CCDC186,CCDC186,coiled-coil domain containing 186
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,CPE,CPE,carboxypeptidase E
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,MGST3,MGST3,microsomal glutathione S-transferase 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CCDC122,CCDC122,coiled-coil domain containing 122
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CCDC122,CCDC122,coiled-coil domain containing 122
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,TMEM261,DMAC1,distal membrane arm assembly component 1
Human,Fetal gonad,Normal,Normal cell,Leydig cell,SCD5,SCD5,stearoyl-CoA desaturase 5
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,FMN1,FMN1,formin 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,EMG1,EMG1,EMG1 N1-specific pseudouridine methyltransferase
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,ELMSAN1,MIDEAS,mitotic deacetylase associated SANT domain protein
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,HERC5,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SAMD15,SAMD15,sterile alpha motif domain containing 15
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,STRC,STRC,stereocilin
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,RALGPS2,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2
Human,Fetal gonad,Normal,Normal cell,Leydig cell,S100A4,S100A4,S100 calcium binding protein A4
Human,Fetal gonad,Normal,Normal cell,Leydig cell,ACSS3,ACSS3,acyl-CoA synthetase short chain family member 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,ADAD2,ADAD2,adenosine deaminase domain containing 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C1D,C1D,C1D nuclear receptor corepressor
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CXCL9,CXCL9,C-X-C motif chemokine ligand 9
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,NIN,NIN,ninein
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,CRABP2,CRABP2,cellular retinoic acid binding protein 2
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,CRABP2,CRABP2,cellular retinoic acid binding protein 2
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,CRABP2,CRABP2,cellular retinoic acid binding protein 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,N4BP2L2,N4BP2L2,NEDD4 binding protein 2 like 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,ZER1,ZER1,zyg-11 related cell cycle regulator
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,MCRS1,MCRS1,microspherule protein 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,PLS1,PLS1,plastin 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CCDC18,CCDC18,coiled-coil domain containing 18
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,ZNF296,ZNF296,zinc finger protein 296
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,MAP3K11,MAP3K11,mitogen-activated protein kinase kinase kinase 11
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MAP3K11,MAP3K11,mitogen-activated protein kinase kinase kinase 11
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,ZNF791,ZNF791,zinc finger protein 791
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,ZNF791,ZNF791,zinc finger protein 791
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,NEDD9,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9"
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,VAV3,VAV3,vav guanine nucleotide exchange factor 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,VAV3,VAV3,vav guanine nucleotide exchange factor 3
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,VAV3,VAV3,vav guanine nucleotide exchange factor 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,PRKCDBP,CAVIN3,caveolae associated protein 3
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CCDC101,SGF29,SAGA complex associated factor 29
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,TAB1,TAB1,TGF-beta activated kinase 1 (MAP3K7) binding protein 1
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,ECI2,ECI2,enoyl-CoA delta isomerase 2
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,CRIP1,CRIP1,cannabinoid receptor interacting protein 1
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,CRIP1,CRIP1,cannabinoid receptor interacting protein 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,NR3C2,NR3C2,nuclear receptor subfamily 3 group C member 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,BAIAP2,BAIAP2,BAR/IMD domain containing adaptor protein 2
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,CRIP2,CRIP2,cysteine rich protein 2
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,CRIP2,CRIP2,cysteine rich protein 2
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,FAM46B,TENT5B,terminal nucleotidyltransferase 5B
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,FAM46B,TENT5B,terminal nucleotidyltransferase 5B
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,MAP7D3,MAP7D3,MAP7 domain containing 3
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,PMAIP1,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,SASS6,SASS6,SAS-6 centriolar assembly protein
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,FOLR1,FOLR1,folate receptor beta
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CRY1,CRY1,cryptochrome circadian regulator 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,MERTK,MERTK,"MER proto-oncogene, tyrosine kinase"
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,SHISA5,SHISA5,shisa family member 5
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,HFM1,HFM1,helicase for meiosis 1
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,TMEM204,TMEM204,transmembrane protein 204
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,KLRG2,KLRG2,killer cell lectin like receptor G2
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,BEND5,BEND5,BEN domain containing 5
Human,Fetal gonad,Normal,Normal cell,Leydig cell,PMM2,PMM2,phosphomannomutase 2
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,PPIH,PPIH,peptidylprolyl isomerase H
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,PPIH,PPIH,peptidylprolyl isomerase H
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CRYZ,CRYZ,crystallin zeta
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,COG5,COG5,component of oligomeric golgi complex 5
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,PARP15,PARP15,poly(ADP-ribose) polymerase family member 15
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,RNF181,RNF181,ring finger protein 181
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,FST,FST,follistatin
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,FST,FST,follistatin
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,C19orf70,MICOS13,mitochondrial contact site and cristae organizing system subunit 13
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,ZBTB18,ZBTB18,zinc finger and BTB domain containing 18
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,TMEM216,TMEM216,transmembrane protein 216
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,ZBTB18,ZBTB18,zinc finger and BTB domain containing 18
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CSF1R,CSF1R,colony stimulating factor 1 receptor
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,KIAA0930,KIAA0930,KIAA0930
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,CDC42EP1,CDC42EP1,CDC42 effector protein 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C1orf194,CFAP276,cilia and flagella associated protein 276
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,KIFAP3,KIFAP3,kinesin associated protein 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,KIFAP3,KIFAP3,kinesin associated protein 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,TFDP3,TFDP3,transcription factor Dp family member 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SLC9A6,SLC9A6,solute carrier family 9 member A7
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,EIF3M,EIF3M,eukaryotic translation initiation factor 3 subunit M
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CCDC173,CFAP210,cilia and flagella associated protein 210
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,HOXB13,HOXB13,homeobox B13
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,PQLC3,SLC66A3,solute carrier family 66 member 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,RBM46,RBM46,RNA binding motif protein 46
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,TNFRSF1A,TNFRSF1A,TNF receptor superfamily member 1A
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,SGMS2,SGMS2,sphingomyelin synthase 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,FAM92A1,CIBAR1,CBY1 interacting BAR domain containing 1
Human,Fetal gonad,Normal,Normal cell,Leydig cell,FAM92A1,CIBAR1,CBY1 interacting BAR domain containing 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,AGPAT6,GPAT4,glycerol-3-phosphate acyltransferase 4
Human,Fetal gonad,Normal,Normal cell,Leydig cell,GOLM1,GOLM1,golgi membrane protein 1
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,SKA2,SKA2,spindle and kinetochore associated complex subunit 2
Human,Fetal gonad,Normal,Normal cell,Leydig cell,VTI1B,VTI1B,vesicle transport through interaction with t-SNAREs 1B
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,VTI1B,VTI1B,vesicle transport through interaction with t-SNAREs 1B
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,CRTAP,CRTAP,cartilage associated protein
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,CRTAP,CRTAP,cartilage associated protein
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,LCA5,LCA5,lebercilin LCA5
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,VAT1,VAT1,solute carrier family 18 member A1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,SATB1,SATB1,SATB homeobox 1
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,FAM65C,RIPOR3,RIPOR family member 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,SBNO1,SBNO1,strawberry notch homolog 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CSNK1G3,CSNK1G3,casein kinase 1 gamma 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SLC4A1AP,SLC4A1AP,solute carrier family 4 member 1 adaptor protein
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,BLOC1S6,BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,LYRM5,ETFRF1,electron transfer flavoprotein regulatory factor 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,POLR2J,POLR2J,RNA polymerase II subunit J
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,APPBP2,APPBP2,amyloid beta precursor protein binding protein 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CSNK2B,CSNK2B,casein kinase 2 beta
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,FBLN5,FBLN5,fibulin 5
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,FBLN5,FBLN5,fibulin 5
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,VCAN,VCAN,versican
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C15orf43,TERB2,telomere repeat binding bouquet formation protein 2
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,COL22A1,COL22A1,collagen type XXII alpha 1 chain
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C16orf71,DNAAF8,dynein axonemal assembly factor 8
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CIB1,CIB1,calcium and integrin binding 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,ENTHD2,TEPSIN,TEPSIN adaptor related protein complex 4 accessory protein
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,CSRP1,CSRP1,cysteine and glycine rich protein 1
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,TPD52L1,TPD52L1,TPD52 like 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MRC1,MRC1,mannose receptor C-type 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,ABCC1,ABCC1,ATP binding cassette subfamily C member 1
Human,Fetal gonad,Normal,Normal cell,Leydig cell,IPO7,IPO7,importin 7
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,TMEM56,TLCD4,TLC domain containing 4
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CSRP2,CSRP2,cysteine and glycine rich protein 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CSRP2,CSRP2,cysteine and glycine rich protein 2
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,CSRP2,CSRP2,cysteine and glycine rich protein 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,MSH4,MSH4,mutS homolog 4
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,PON3,PON3,paraoxonase 3
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,C20orf196,SHLD1,shieldin complex subunit 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,POR,POR,voltage dependent anion channel 2
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,TPM2,TPM2,tropomyosin 2
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,KRCC1,KRCC1,lysine rich coiled-coil 1
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,CST3,CST3,cystatin C
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,CST3,CST3,cystatin C
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,GALNT18,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,MSN,MSN,moesin
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,GLRX3,GLRX3,glutaredoxin 3
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,GALNT18,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,TPM4,TPM4,tropomyosin 4
Human,Fetal gonad,Normal,Normal cell,Leydig cell,TSPAN9,TSPAN9,tetraspanin 9
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,CNOT1,CNOT1,CCR4-NOT transcription complex subunit 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SLC35F5,SLC35F5,solute carrier family 35 member F5
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,NCBP2-AS2,NCBP2AS2,NCBP2 antisense 2 (head to head)
Human,Fetal gonad,Normal,Normal cell,Leydig cell,PTPN7,PTPN7,protein tyrosine phosphatase non-receptor type 7
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,PHF21A,PHF21A,PHD finger protein 21A
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,TYW1,TYW1,tRNA-yW synthesizing protein 1 homolog
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CSTF3,CSTF3,cleavage stimulation factor subunit 3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,PALLD,PALLD,"palladin, cytoskeletal associated protein"
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,PRDX4,PRDX4,peroxiredoxin 4
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,WBSCR27,METTL27,methyltransferase like 27
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C9orf84,SHOC1,shortage in chiasmata 1
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,FAM122B,PABIR2,PABIR family member 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,TPTE,TPTE,transmembrane phosphatase with tensin homology
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,CTH,CTH,V-set and immunoglobulin domain containing 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,HTATIP2,HTATIP2,HIV-1 Tat interactive protein 2
Human,Fetal gonad,Normal,Normal cell,Leydig cell,AGPAT1,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CCDC67,DEUP1,deuterosome assembly protein 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,ADAMTS17,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,COX7B2,COX7B2,cytochrome c oxidase subunit 7B2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,MCTP1,MCTP1,multiple C2 and transmembrane domain containing 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,TRAF2,TRAF2,TRAF family member associated NFKB activator
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,LPPR5,PLPPR5,phospholipid phosphatase related 5
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,SPTBN5,SPTBN5,"spectrin beta, non-erythrocytic 5"
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,MT2A,MT2A,metallothionein 2A
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,THEM6,THEM6,thioesterase superfamily member 6
Human,Fetal gonad,Normal,Normal cell,Leydig cell,CTNS,CTNS,"cystinosin, lysosomal cystine transporter"
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,DGAT2,DGAT2,diacylglycerol O-acyltransferase 2
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,DSTNP2,DSTNP2,DSTN pseudogene 2
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,DSTNP2,DSTNP2,DSTN pseudogene 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,FAM9B,FAM9B,family with sequence similarity 9 member B
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CTNNB1,CTNNB1,catenin beta 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,CTPS1,CTPS1,CTP synthase 1
Human,Fetal gonad,Normal,Normal cell,Leydig cell,CTPS1,CTPS1,CTP synthase 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,PFN4,PFN4,profilin family member 4
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,MTHFD1,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,MTHFD1,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,CTRL,CTRL,chymotrypsin like
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,MBTPS2,MBTPS2,"membrane bound transcription factor peptidase, site 2"
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,MTM1,MTM1,myotubularin 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CTSB,CTSB,cathepsin B
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CARF,CARF,CDKN2A interacting protein
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,HIGD2A,HIGD2A,HIG1 hypoxia inducible domain family member 2A
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,SDCBP,SDCBP,syndecan binding protein
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,AGO3,AGO3,argonaute RISC catalytic component 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,NPC2,NPC2,NPC intracellular cholesterol transporter 2
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,NPC2,NPC2,NPC intracellular cholesterol transporter 2
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,AGO4,AGO4,argonaute RISC component 4
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,ACOT4,ACOT4,acyl-CoA thioesterase 4
Human,Fetal gonad,Normal,Normal cell,Leydig cell,POP5,POP5,"POP5 homolog, ribonuclease P/MRP subunit"
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,TSC2,TSC2,TSC complex subunit 2
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,DDX26B,INTS6L,integrator complex subunit 6 like
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,LINC00116,MTLN,mitoregulin
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,TACC2,TACC2,transforming acidic coiled-coil containing protein 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CTSH,CTSH,cathepsin H
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CTSH,CTSH,cathepsin H
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,ARHGAP28,ARHGAP28,Rho GTPase activating protein 28
